name,date_of_birth,place_of_birth,team,season_start_year,season_end_year,competition,competitionNation,Foreign,Colony,Language,latitude,longitude
1,16/4/88,Guadeloupe,cd-leganes,2017,2018,La liga,Spain,foreign,Independent,French,16.995971,-62.067641
1,8/7/90,Germany,paris-saint-germain,2017,2018,Ligue 1,France,foreign,Independent,German,51.165691,10.451526
1,6/5/83,Brazil,paris-saint-germain,2017,2018,Ligue 1,France,foreign,Independent,Portuguese,-14.235004,-51.92528
1,14/5/94,Brazil,paris-saint-germain,2017,2018,Ligue 1,France,foreign,Independent,Portuguese,-14.235004,-51.92528
1,12/9/91,Belgium,paris-saint-germain,2017,2018,Ligue 1,France,foreign,Germany,Dutch/French,50.503887,4.469936
1,23/2/91,French Guyana,paris-saint-germain,2017,2018,Ligue 1,France,foreign,Independent,French,3.933889,-53.125782
1,22/9/84,Brazil,paris-saint-germain,2017,2018,Ligue 1,France,foreign,Independent,Portuguese,-14.235004,-51.92528
1,10/2/90,Spain,paris-saint-germain,2017,2018,Ligue 1,France,foreign,Independent,Spanish,40.463667,-3.74922
1,9/4/96,Argentina,paris-saint-germain,2017,2018,Ligue 1,France,foreign,Independent,Spanish,-38.416097,-63.616672
1,20/6/89,Argentina,paris-saint-germain,2017,2018,Ligue 1,France,foreign,Independent,Spanish,-38.416097,-63.616672
1,28/8/82,Italy,paris-saint-germain,2017,2018,Ligue 1,France,foreign,Independent,Italian,41.87194,12.56738
1,5/11/92,Italy,paris-saint-germain,2017,2018,Ligue 1,France,foreign,Independent,Italian,41.87194,12.56738
1,14/2/87,Uruguay,paris-saint-germain,2017,2018,Ligue 1,France,foreign,Independent,Spanish,-32.522779,-55.765835
1,14/2/88,Argentina,paris-saint-germain,2017,2018,Ligue 1,France,foreign,Independent,Spanish,-38.416097,-63.616672
1,20/9/93,Germany,paris-saint-germain,2017,2018,Ligue 1,France,foreign,Independent,German,51.165691,10.451526
